component_type,component_name,component_link,Capacity,Form_Factor,Inferred_Tested_and_run_inhouse_at_PCP,Interface,Manufacturer,NVME,Part_#_#,Price_GB,Type
,Samsung 9100 PRO 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/dKXMnQ/samsung-9100-pro-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-mz-vap2t0bam,2 TB,M.2-2280,,M.2 PCIe 5.0 X4,Samsung,Yes,MZ-VAP2T0B/AM; MZ-VAP2T0B; MZ-VAP2T0BW,$0.14 ,SSD
,Patriot Viper VP4300 Lite 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/BqP8TW/patriot-viper-vp4300-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vp4300l2tbm28h,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Patriot,Yes,VP4300L2TBM28H,$0.06 ,SSD
,Kingston KC3000 2.048 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/sJPQzy/kingston-kc3000-2048-tb-m2-2280-nvme-solid-state-drive-skc3000d2048g,2.048 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SKC3000D/2048G,$0.08 ,SSD
,KingSpec XF 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/BvP8TW/kingspec-xf-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-xf-2tb-2280,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,KingSpec,Yes,XF-2TB-2280,$0.05 ,SSD
,Inland TN450 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/jnjRsY/inland-tn450-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-500gb-tn450,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Inland,Yes,500GB TN450,$0.09 ,SSD
,Corsair MP700 PRO 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/3vvD4D/corsair-mp700-pro-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f2000gbmp700pnh,2 TB,M.2-2280,,M.2 PCIe 5.0 X4,Corsair,Yes,CSSD-F2000GBMP700PNH,$0.11 ,SSD
,"TEAMGROUP GX1 960 GB 2.5"" SSD",https://pcpartpicker.com/product/2FF48d/team-gx1-960-gb-25-solid-state-drive-t253x1960g0c101,960 GB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253X1960G0C101,,SSD
,"Crucial BX500 480 GB 2.5"" SSD",https://pcpartpicker.com/product/8R66Mp/crucial-bx500-480gb-25-solid-state-drive-ct480bx500ssd1,480 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT480BX500SSD1,$0.07 ,SSD
,Corsair MP600 PRO LPX 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/cXHqqs/corsair-mp600-pro-lpx-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600plpw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Corsair,Yes,CSSD-F2000GBMP600PLPW,$0.09 ,SSD
,Samsung 970 Evo 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/JLdxFT/samsung-970-evo-10tb-m2-2280-solid-state-drive-mz-v7e1t0baw,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7E1T0BW; MZ-V7E1T0B/AM,$0.16 ,SSD
,Patriot P400 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/Xy3NnQ/patriot-p400-lite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-p400lp1kgm28h,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Patriot,Yes,P400LP1KGM28H,$0.06 ,SSD
,Silicon Power A55 512 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/hm7G3C/silicon-power-a55-512-gb-m2-2280-solid-state-drive-su512gbss3a55m28ac,512 GB,M.2-2280,,M.2 SATA,Silicon Power,No,SU512GBSS3A55M28AC,$0.06 ,SSD
,TEAMGROUP MS30 2 TB M.2-2280 SATA SSD,https://pcpartpicker.com/product/wdRYcf/teamgroup-ms30-2-tb-m2-2280-solid-state-drive-tm8ps7002t0c101,2 TB,M.2-2280,,M.2 SATA,TEAMGROUP,No,TM8PS7002T0C101,$0.05 ,SSD
,"Western Digital Blue 250 GB 2.5"" SSD",https://pcpartpicker.com/product/NhgzK8/western-digital-blue-250gb-25-solid-state-drive-wds250g2b0a,250 GB,"2.5""",,SATA 6.0 Gb/s,Western Digital,No,WDS250G2B0A,$0.20 ,SSD
,Sabrent Rocket 4 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/fyzXsY/sabrent-rocket-4-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sb-rkt4l-1tb,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Sabrent,Yes,SB-RKT4L-1TB,$0.09 ,SSD
,"PNY CS900 1 TB 2.5"" SSD",https://pcpartpicker.com/product/x83mP6/pny-cs900-1-tb-25-solid-state-drive-ssd7cs900-1tb-rb,1 TB,"2.5""",,SATA 6.0 Gb/s,PNY,No,SSD7CS900-1TB-RB; SSD7CS900-1TB-BLK,$0.06 ,SSD
,"Intenso High Performance 480 GB 2.5"" SSD",https://pcpartpicker.com/product/G7vqqs/intenso-high-performance-480-gb-25-solid-state-drive-3813450,480 GB,"2.5""",,SATA 6.0 Gb/s,Intenso,No,3813450,$0.08 ,SSD
,Lexar NM790 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/B8QKHx/lexar-nm790-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x001t-rnnng,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Lexar,Yes,LNM790X001T-RNNNG; LNM790X001T-RNNNU,$0.07 ,SSD
,ADATA LEGEND 900 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/npzXsY/adata-legend-900-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sleg-900-2tcs,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,ADATA,Yes,SLEG-900-2TCS,$0.07 ,SSD
,"Kingston SSDNow UV400 240 GB 2.5"" SSD",https://pcpartpicker.com/product/MVWrxr/kingston-ssdnow-uv400-240gb-25-solid-state-drive-suv400s37240g,240 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SUV400S37/240G,,SSD
,"Samsung 850 Evo 1 TB 2.5"" SSD",https://pcpartpicker.com/product/RbvZxr/samsung-internal-hard-drive-mz75e1t0bam,1 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-75E1T0B/AM; MZ-75E1T0B/EU; MZ-75E1T0BW/EU; MZ-75E1T0BW,$0.20 ,SSD
,"Kingston SSDNow V300 240 GB 2.5"" SSD",https://pcpartpicker.com/product/Ktzv6h/kingston-internal-hard-drive-sv300s37a240g,240 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SV300S37A/240G,$0.52 ,SSD
,Samsung 990 Pro w/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/9c2WGX/samsung-990-pro-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0cw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0CW; MZ-V9P1T0GW,$0.11 ,SSD
,SanDisk X400 128 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/dpH48d/sandisk-internal-hard-drive-sd8sn8u128g1122,128 GB,M.2-2280,,M.2 SATA,SanDisk,No,SD8SN8U-128G-1122,,SSD
,"Western Digital Caviar Blue 1 TB 3.5"" 7200 RPM",https://pcpartpicker.com/product/MwW9TW/western-digital-internal-hard-drive-wd10ezex,1 TB,"3.5""",,SATA 6.0 Gb/s,Western Digital,No,WD10EZEX,$0.04 ,7200 RPM
,Lexar NM790 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/B8QKHx/lexar-nm790-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x001t-rnnng,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Lexar,Yes,LNM790X001T-RNNNG; LNM790X001T-RNNNU,$0.07 ,SSD
,Apacer AS2280P4U 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/mkV2FT/apacer-as2280p4u-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-ap1tbas2280p4u-1,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Apacer,Yes,AP1TBAS2280P4U-1,,SSD
,Gigabyte AORUS Gen4 7000s 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/cpgFf7/gigabyte-aorus-gen4-7000s-2-tb-m2-2280-nvme-solid-state-drive-gp-ag70s2tb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Gigabyte,Yes,GP-AG70S2TB,,SSD
,Corsair MP600 CORE XT 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/Zwhv6h/corsair-mp600-core-xt-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600cxt,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Corsair,Yes,CSSD-F2000GBMP600CXT,$0.09 ,SSD
,"SanDisk Ultra II 960 GB 2.5"" SSD",https://pcpartpicker.com/product/vLCwrH/sandisk-internal-hard-drive-sdssdhii960gg25,960 GB,"2.5""",,SATA 6.0 Gb/s,SanDisk,No,SDSSDHII-960G-G25,,SSD
,TEAMGROUP T-Force Cardea Z44L 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/8BRYcf/team-t-force-cardea-z44l-1-tb-m2-2280-nvme-solid-state-drive-tm8fpl001t0c127,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPL001T0C127,,SSD
,Corsair MP600 Force Series Gen4 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/qCmFf7/corsair-mp600-force-series-gen4-2-tb-m2-2280-solid-state-drive-cssd-f2000gbmp600,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Corsair,Yes,CSSD-F2000GBMP600,,SSD
,PNY XLR8 CS3030 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/YKZzK8/pny-xlr8-cs3030-500-gb-m2-2280-nvme-solid-state-drive-m280cs3030-500-rb,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,PNY,Yes,M280CS3030-500-RB,,SSD
,"TEAMGROUP T-Force Vulcan Z 480 GB 2.5"" SSD",https://pcpartpicker.com/product/TmzhP6/teamgroup-t-force-vulcan-z-480-gb-25-solid-state-drive-t253tz480g0c101,480 GB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253TZ480G0C101,,SSD
,PNY CS3140 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/6HGbt6/pny-cs3140-2-tb-m2-2280-nvme-solid-state-drive-m280cs3140-2tb-rb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,PNY,Yes,M280CS3140-2TB-RB,$0.07 ,SSD
,Western Digital WD_Black SN850X w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/sfwypg/western-digital-wd_black-sn850x-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t2xhe,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS200T2XHE; WDS200T2XHE-00BCA0; WDBB9H0020BNC-WRSN,$0.09 ,SSD
,"Seagate Barracuda Compute 2 TB 3.5"" 7200 RPM",https://pcpartpicker.com/product/mwrYcf/seagate-barracuda-computer-2-tb-35-7200rpm-internal-hard-drive-st2000dm008,2 TB,"3.5""",,SATA 6.0 Gb/s,Seagate,No,ST2000DM008,$0.04 ,7200 RPM
,"KingSpec P3 1 TB 2.5"" SSD",https://pcpartpicker.com/product/TRcG3C/kingspec-p3-1-tb-25-solid-state-drive-p3-1tb,1 TB,"2.5""",,SATA 6.0 Gb/s,KingSpec,No,P3-1TB,$0.05 ,SSD
,"Crucial BX500 240 GB 2.5"" SSD",https://pcpartpicker.com/product/mdc48d/crucial-bx500-240gb-25-solid-state-drive-ct240bx500ssd1,240 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT240BX500SSD1,$0.09 ,SSD
,"Western Digital Blue SA510 2 TB 2.5"" SSD",https://pcpartpicker.com/product/v74Zxr/western-digital-blue-sa510-2-tb-25-solid-state-drive-wds200t3b0a,2 TB,"2.5""",,SATA 6.0 Gb/s,Western Digital,No,WDS200T3B0A; WDS200T3B0A-00C7K0,$0.06 ,SSD
,"Kingston A400 960 GB 2.5"" SSD",https://pcpartpicker.com/product/hGprxr/kingston-a400-960-gb-25-solid-state-drive-sa400s37960g,960 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SA400S37/960G,$0.06 ,SSD
,Acer Predator GM7000 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/Mjstt6/acer-predator-gm7000-2-tb-m2-2280-nvme-solid-state-drive-bl9bwwr106,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Acer,Yes,BL.9BWWR.106,$0.06 ,SSD
,Micron 3400 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/6DGbt6/micron-3400-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mtfdkba1t0tfh1bc1aabyy,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Micron,Yes,MTFDKBA1T0TFH1BC1AABYY,$0.13 ,SSD
,Intel Optane P1600X 118 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/P7mmP6/intel-optane-p1600x-118-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-ssdpek1a118ga01,118 GB,M.2-2280,,M.2 PCIe 3.0 X4,Intel,Yes,SSDPEK1A118GA01,,SSD
,"Patriot P210 512 GB 2.5"" SSD",https://pcpartpicker.com/product/FrZzK8/patriot-p210-512-gb-25-solid-state-drive-p210s512g25,512 GB,"2.5""",,SATA 6.0 Gb/s,Patriot,No,P210S512G25,$0.06 ,SSD
,Silicon Power UD85 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/XD3NnQ/silicon-power-ud85-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp02kgbp44ud8505,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Silicon Power,Yes,SP02KGBP44UD8505,,SSD
,"Patriot P210 256 GB 2.5"" SSD",https://pcpartpicker.com/product/kjmFf7/patriot-p210-256-gb-25-solid-state-drive-p210s256g25,256 GB,"2.5""",,SATA 6.0 Gb/s,Patriot,No,P210S256G25,$0.07 ,SSD
,"Kingston Savage 480 GB 2.5"" SSD",https://pcpartpicker.com/product/NYrcCJ/kingston-internal-hard-drive-shss37a480g,480 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SHSS37A/480G,,SSD
,Mushkin Helix-L 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/BJF48d/mushkin-enhanced-helix-l-1-tb-m2-2280-solid-state-drive-mknssdhl1tb-d8,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Mushkin,Yes,MKNSSDHL1TB-D8,$0.06 ,SSD
,"PNY CS900 240 GB 2.5"" SSD",https://pcpartpicker.com/product/dF448d/pny-cs900-240gb-25-solid-state-drive-ssd7cs900-240-rb,240 GB,"2.5""",,SATA 6.0 Gb/s,PNY,No,SSD7CS900-240-RB; SSD7CS900-240-PB,,SSD
,VisionTek DLX4 Pro 512 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/BrvD4D/visiontek-dlx4-pro-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-901567,512 GB,M.2-2280,,M.2 PCIe 4.0 X4,VisionTek,Yes,901567,$0.15 ,SSD
,Transcend 250S 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/xfmNnQ/transcend-250s-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ts1tmte250s,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Transcend,Yes,TS1TMTE250S,$0.12 ,SSD
,ADATA XPG GAMMIX S11 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/qBCD4D/adata-xpg-gammix-s11-pro-1-tb-m2-2280-solid-state-drive-agammixs11p-1tt-c,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,ADATA,Yes,AGAMMIXS11P-1TT-C,$0.12 ,SSD
,"Silicon Power A55 2 TB 2.5"" SSD",https://pcpartpicker.com/product/DZkj4D/silicon-power-a55-2-tb-25-solid-state-drive-sp002tbss3a55s25,2 TB,"2.5""",,SATA 6.0 Gb/s,Silicon Power,No,SP002TBSS3A55S25; SU002TBSS3A55S25NE,$0.04 ,SSD
,Western Digital Black SN850 w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/JJYQzy/western-digital-black-sn850-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t1xhe,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS200T1XHE,$0.12 ,SSD
,Samsung PM961 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/27Crxr/samsung-pm961-256gb-m2-2280-solid-state-drive-mzvlw1t0hmlh-00000,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZVLW1T0HMLH-00000,,SSD
,TEAMGROUP T-FORCE Z44A7 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/z9dG3C/teamgroup-t-force-z44a7-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpv002t0c129,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPV002T0C129,,SSD
,Western Digital Blue 1 TB M.2-2280 SATA SSD,https://pcpartpicker.com/product/DgJtt6/western-digital-blue-1tb-m2-2280-solid-state-drive-wds100t2b0b,1 TB,M.2-2280,,M.2 SATA,Western Digital,No,WDS100T2B0B,$0.13 ,SSD
,Transcend 830S 512 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/nVHqqs/transcend-830s-512-gb-m2-2280-sata-solid-state-drive-ts512gmts830s,512 GB,M.2-2280,,M.2 SATA,Transcend,No,TS512GMTS830S,$0.10 ,SSD
,"TCSunBow X3 240 GB 2.5"" SSD",https://pcpartpicker.com/product/8VfhP6/tcsunbow-x3-240gb-25-solid-state-drive-x3-240gb,240 GB,"2.5""",,SATA 6.0 Gb/s,TCSunBow,No,X3-240GB,,SSD
,Solidigm P44 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/X8nypg/solidigm-p44-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfkkw020x7x1,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Solidigm,Yes,SSDPFKKW020X7X1,$0.12 ,SSD
,"Samsung Data Center 960 GB 2.5"" SSD",https://pcpartpicker.com/product/z8dFf7/samsung-internal-hard-drive-mz7lm960hchp00003,960 GB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ7LM960HCHP-00003,,SSD
,"Seagate Barracuda Compute 2 TB 3.5"" 7200 RPM",https://pcpartpicker.com/product/mwrYcf/seagate-barracuda-computer-2-tb-35-7200rpm-internal-hard-drive-st2000dm008,2 TB,"3.5""",,SATA 6.0 Gb/s,Seagate,No,ST2000DM008,$0.04 ,7200 RPM
,"PNY CS1311 240 GB 2.5"" SSD",https://pcpartpicker.com/product/7v38TW/pny-internal-hard-drive-ssd7cs1311240rb,240 GB,"2.5""",,SATA 6.0 Gb/s,PNY,No,SSD7CS1311-240-RB,,SSD
,MSI SPATIUM M480 PRO 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/kbwmP6/msi-spatium-m480-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-s78-440q600-p83,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,MSI,Yes,S78-440Q600-P83; SPATIUM M480 PRO PCIE 4.0 NVME M.2 2TB,$0.10 ,SSD
,Patriot P300 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/3kxbt6/patriot-p300-2-tb-m2-2280-nvme-solid-state-drive-p300p2tbm28,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Patriot,Yes,P300P2TBM28,$0.05 ,SSD
,Western Digital Black SN750 SE 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/P8Z9TW/western-digital-wd_black-sn750-se-1-tb-m2-2280-nvme-solid-state-drive-wds100t1b0e,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS100T1B0E; WDBB8L0010BNC-WRSN,,SSD
,ADATA Legend 800 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/2GXV3C/adata-legend-800-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-800-1000gcs,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,ADATA,Yes,ALEG-800-1000GCS,$0.07 ,SSD
,Lexar NM620 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/mBnypg/lexar-nm620-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-lnm620x512g-rnnng,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Lexar,Yes,LNM620X512G-RNNNG; LNM620X512G-RNNNU,$0.08 ,SSD
,"Western Digital Blue 500 GB 2.5"" SSD",https://pcpartpicker.com/product/rcRFf7/western-digital-blue-500gb-25-solid-state-drive-wds500g1b0a,500 GB,"2.5""",,SATA 6.0 Gb/s,Western Digital,No,WDS500G1B0A,$0.19 ,SSD
,Inland TN320 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/W7hv6h/inland-tn320-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-1tb-tn320-nvme,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Inland,Yes,1TB TN320 NVME,$0.07 ,SSD
,Samsung 990 Pro w/Heatsink 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/VWxRsY/samsung-990-pro-heatsink-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0cw,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P4T0CW,$0.08 ,SSD
,Patriot Viper VPN110 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/KMrRsY/patriot-viper-vpn110-512-gb-m2-2280-nvme-solid-state-drive-vpn110-512gm28h,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Patriot,Yes,VPN110-512GM28H,,SSD
,"TEAMGROUP CX2 1 TB 2.5"" SSD",https://pcpartpicker.com/product/VzQfrH/team-cx2-1-tb-25-solid-state-drive-t253x6001t0c101,1 TB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253X6001T0C101,$0.05 ,SSD
,SanDisk Ultra 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/YzvdnQ/sandisk-ultra-1-tb-m2-2280-nvme-solid-state-drive-sdssdh3n-1t00-g25,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,SanDisk,Yes,SDSSDH3N-1T00-G25,,SSD
,"Lexar NS100 128 GB 2.5"" SSD",https://pcpartpicker.com/product/qJcG3C/lexar-ns100-128-gb-25-solid-state-drive-lns100-128rb,128 GB,"2.5""",,SATA 6.0 Gb/s,Lexar,No,LNS100-128RB,,SSD
,Western Digital Blue SN580 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/kHRwrH/western-digital-blue-sn580-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds500g3b0e,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS500G3B0E; WDS500G3B0E-00CHF0,$0.08 ,SSD
,Silicon Power A80 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/2sdxFT/silicon-power-a80-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-sp001tbp34a80m28,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Silicon Power,Yes,SP001TBP34A80M28,,SSD
,Inland Performance Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/CLmmP6/inland-performance-plus-1-tb-m2-2280-nvme-solid-state-drive-329474,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Inland,Yes,329474,$0.08 ,SSD
,Acer Predator GM7000 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/GyZ9TW/acer-predator-gm7000-1-tb-m2-2280-nvme-solid-state-drive-bl9bwwr105,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Acer,Yes,BL.9BWWR.105,$0.07 ,SSD
,Corsair MP700 Elite w/Heatsink 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/Rbn9TW/corsair-mp700-elite-wheatsink-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f2000gbmp700ehs,2 TB,M.2-2280,,M.2 PCIe 5.0 X4,Corsair,Yes,CSSD-F2000GBMP700EHS,$0.11 ,SSD
,Seagate BarraCuda Q5 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/nkddnQ/seagate-barracuda-q5-1-tb-m2-2280-nvme-solid-state-drive-zp1000cv3a001,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Seagate,Yes,ZP1000CV3A001,$0.06 ,SSD
,Acer FA100 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/8k8bt6/acer-fa100-512-gb-m2-2280-nvme-solid-state-drive-bl9bwwa119,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Acer,Yes,BL.9BWWA.119,,SSD
,"Silicon Power SU128GBSS3A55S25AE 128 GB 2.5"" SSD",https://pcpartpicker.com/product/3GXnTW/silicon-power-128gb-25-solid-state-drive-su128gbss3a55s25ae,128 GB,"2.5""",,SATA 6.0 Gb/s,Silicon Power,No,SU128GBSS3A55S25AE,$0.13 ,SSD
,ADATA XPG SX8200 Pro 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/kQZzK8/adata-xpg-sx8200-pro-2-tb-m2-2280-nvme-solid-state-drive-asx8200pnp-2tt-c,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,ADATA,Yes,ASX8200PNP-2TT-C,,SSD
