Build Title,CPU_component_name,CPU_Core_Count,CPU_Performance_Core_Clock,CPU_Socket,CPU Cooler_component_name,CPU Cooler_Water_Cooled,CPU Cooler_Radiator_Size_mm,CPU Cooler_Noise_Level,Case_component_name,Case_Type,Case_Height_mm,Case_Width_mm,Case_Depth_mm,Case_ATX,Case_Mini ITX,Memory_component_name,Memory_Speed,Memory_Form_Factor,Memory_Modules,Motherboard_component_name,Motherboard_Chipset,Motherboard_Form_Factor,Motherboard_Memory_Speed,Power Supply_component_name,Power Supply_Wattage,Power Supply_Efficiency_Rating,Power Supply_Modular,Storage_component_name,Storage_Capacity,Storage_Form_Factor,Storage_NVME,Video Card_component_name,Video Card_Chipset,Video Card_Memory,Video Card_TDP
2021 mid-range gaming build,AMD Ryzen 5 5600X 3.7 GHz 6-Core,6,3700,AM4,Unknown,Unknown,Unknown,Unknown,be quiet! Pure Base 500 ATX Mid Tower,ATX Mid Tower,450.0,231.0,443.0,1,1,Patriot Viper 4 Blackout 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Gigabyte B550 AORUS ELITE AX V2 ATX AM4,AMD B550,ATX,4733,Unknown,Unknown,Unknown,Unknown,Samsung 980 250 GB M.2-2280 PCIe 3.0 X4 NVME SSD,250,M.2-2280,True,Unknown,Radeon RX 6600 XT,8,160
2022 Build,AMD Ryzen 5 5600X 3.7 GHz 6-Core,6,3700,AM4,Unknown,Unknown,Unknown,Unknown,NZXT H510 ATX Mid Tower,ATX Mid Tower,428.0,210.0,460.0,1,1,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,Asus TUF GAMING X570-PLUS (WI-FI) ATX AM4,AMD X570,ATX,4400,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,EVGA XC GAMING GeForce RTX 3060 12GB 12 GB,GeForce RTX 3060 12GB,12,170
2022 build,Intel Core i7-10700F 2.9 GHz 8-Core,8,2900,LGA1200,Unknown,Unknown,Unknown,Unknown,be quiet! Pure Base 500DX ATX Mid Tower,ATX Mid Tower,450.0,232.0,463.0,1,1,Kingston HyperX Fury RGB 32 GB (2 x 16 GB) DDR4-2666 CL16,2666,DDR4,2 x 16GB,Gigabyte B560M AORUS ELITE Micro ATX LGA1200,Intel B560,Micro ATX,3200,Unknown,Unknown,Unknown,Unknown,"Samsung 870 QVO 1 TB 2.5"" SSD",1000,"2.5""",False,MSI GT 1030 2G LP OC GeForce GT 1030 2 GB,GeForce GT 1030,2,30
2022 build looking to Upgrade eventually,Intel Core i9-12900K 3.2 GHz 16-Core,16,3200,LGA1700,Unknown,Unknown,Unknown,Unknown,NZXT H7 Elite (2022) ATX Mid Tower,ATX Mid Tower,480.0,230.0,505.0,1,0,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,6400,DDR5,2 x 16GB,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GeForce RTX 4090,24,450
2022 updated pc,AMD Ryzen 7 5800X 3.8 GHz 8-Core,8,3800,AM4,Unknown,Unknown,Unknown,Unknown,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,MSI MPG B550 GAMING PLUS ATX AM4,AMD B550,ATX,4400,Unknown,Unknown,Unknown,Unknown,Western Digital Blue SN550 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 6600,8,132
2023 Build,AMD Ryzen 9 7900 3.6 GHz 12-Core,12,3600,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li O11 Dynamic EVO ATX Mid Tower,ATX Mid Tower,465.0,285.0,459.0,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ATX AM5,AMD B650,ATX,6600,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 6700 XT,12,230
2023's build,Intel Core i7-13700K 3.4 GHz 16-Core,16,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Asus TUF GAMING Z690-PLUS WIFI D4 ATX LGA1700,Intel Z690,ATX,5333,Super Flower Leadex III Gold 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Samsung 980 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Unknown,Radeon RX 6950 XT,16,340
2024 AMD Ryzen System,AMD Ryzen 9 7900X3D 4.4 GHz 12-Core,12,4400,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock X670E PG Lightning ATX AM5,AMD X670E,ATX,6400,Unknown,Unknown,Unknown,Unknown,Verbatim Vi7000G 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
2024 Build Upgrade RTX 5080 Refresh,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Thermaltake Ceres 300 TG ARGB ATX Mid Tower,ATX Mid Tower,463.0,245.0,475.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock X670E PG Lightning ATX AM5,AMD X670E,ATX,6400,RAIJINTEK CRATOS 1000 W 80+ Gold Certified Fully Modular ATX,1000.0,80+ Gold,Fully Modular,"Samsung 860 Evo 500 GB 2.5"" SSD",500,"2.5""",False,Unknown,GeForce RTX 5080,16,360
2024 Gaming PC,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Noctua NH-L12 Ghost S1 37.8 CFM,False,0.0,15.350000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG STRIX B650E-I GAMING WIFI Mini ITX AM5,AMD B650E,Mini ITX,6400,Unknown,Unknown,Unknown,Unknown,Western Digital Black SN770 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Sapphire NITRO+ Radeon RX 6700 XT 12 GB,Radeon RX 6700 XT,12,260
2024 Gaming/Productivity PC,Intel Core Ultra 7 265K 3.9 GHz 20-Core,20,3900,LGA1851,Unknown,Unknown,Unknown,Unknown,Lian Li A3-mATX MicroATX Mini Tower,MicroATX Mini Tower,443.0,194.0,306.0,0,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-7200 CL34,7200,DDR5,2 x 16GB,Gigabyte Z890M AORUS ELITE WIFI7 ICE Micro ATX LGA1851,Intel Z890,Micro ATX,9200,MSI MAG A850GL PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
2024 Roblox box,Intel Core i5-14500 2.6 GHz 14-Core,14,2600,LGA1700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Patriot Viper Venom RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus B760M-AYW WIFI Micro ATX LGA1700,Intel B760,Micro ATX,8000,Unknown,Unknown,Unknown,Unknown,Silicon Power UD90 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7900 GRE,16,260
2024 build,Intel Core i9-14900KF 3.2 GHz 24-Core,24,3200,LGA1700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG STRIX Z790-F GAMING WIFI ATX LGA1700,Intel Z790,ATX,7200,Unknown,Unknown,Unknown,Unknown,"Samsung 860 Evo 1 TB 2.5"" SSD",1000,"2.5""",False,Unknown,GeForce RTX 4090,24,450
2024/2025 Gaming PC under 3k €,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H7 Elite (2023) ATX Mid Tower,ATX Mid Tower,480.0,230.0,505.0,1,1,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL40,6000,DDR5,2 x 32GB,Asus ROG STRIX B650E-F GAMING WIFI ATX AM5,AMD B650E,ATX,6400,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
2024/25 build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Fractal Design Pop Air ATX Mid Tower,ATX Mid Tower,473.5,215.0,454.0,1,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI B650 GAMING PLUS WIFI ATX AM5,AMD B650,ATX,6400,MSI MAG A850GL PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
202406 Build,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Lian Li Galahad II LCD SL-INF 79.9 CFM Liquid,True,360.0,29.0,Lian Li O11D EVO RGB ATX Mid Tower,ATX Mid Tower,478.0,290.0,471.0,1,1,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Asus ROG STRIX X670E-A GAMING WIFI ATX AM5,AMD X670E,ATX,6400,Unknown,Unknown,Unknown,Unknown,Solidigm P44 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4090,24,450
"2025 - Kronos III - RTX 5080, 7800X3D, x870, 4K@240hz, OLED, PCIe 5.0, DDR5",AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool 207 ATX Mid Tower,ATX Mid Tower,455.6,219.0,456.0,1,1,Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte X870 AORUS ELITE WIFI7 ATX AM5,AMD X870,ATX,8000,Unknown,Unknown,Unknown,Unknown,PNY CS2150 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
2025 1440p Gaming Desktop,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Thermalright RK120 SE 66.17 CFM,False,0.0,25.6,Montech AIR 903 MAX ATX Mid Tower,ATX Mid Tower,478.0,230.0,493.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus TUF GAMING B650-E WIFI ATX AM5,AMD B650,ATX,8000,MSI MPG A850G PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 9800X3D + RTD 5090 No RGB Gaming Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Noctua NH-D15 G2 LBC 91.58 CFM,False,0.0,24.8,Fractal Design North XL ATX Full Tower,ATX Full Tower,503.0,240.0,509.0,1,1,G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Gigabyte X870E AORUS PRO ICE ATX AM5,AMD X870E,ATX,8000,be quiet! Straight Power 12 1000 W 80+ Platinum Certified Fully Modular ATX,1000.0,80+ Platinum,Fully Modular,Western Digital WD_Black SN850X 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 5090,32,575
2025 AMD Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool 207 ATX Mid Tower,ATX Mid Tower,455.6,219.0,456.0,1,1,G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Asus TUF GAMING X870-PLUS WIFI ATX AM5,AMD X870,ATX,8000,"FSP Group Hydro Ti PRO,Gen 5 1000 W 80+ Titanium Certified Fully Modular ATX",1000.0,80+ Titanium,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 Budget Build,AMD Ryzen 5 5600X 3.7 GHz 6-Core,6,3700,AM4,Unknown,Unknown,Unknown,Unknown,Cooler Master Elite 301 MicroATX Mid Tower,MicroATX Mid Tower,390.0,203.5,430.0,0,1,TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3600 CL18,3600,DDR4,2 x 8GB,MSI B550M PRO-VDH WIFI Micro ATX AM4,AMD B550,Micro ATX,4400,MSI MAG A650BN 650 W 80+ Bronze Certified ATX,650.0,80+ Bronze,Non Modular,Silicon Power A60 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7600,8,165
2025 Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,HAVN HS420 ATX Mid Tower,ATX Mid Tower,541.0,259.5,547.0,1,1,Corsair Dominator Titanium 48 GB (2 x 24 GB) DDR5-6000 CL30,6000,DDR5,2 x 24GB,Asus ROG STRIX X870E-E GAMING WIFI ATX AM5,AMD X870E,ATX,8000,Unknown,0.0,Unknown,Unknown,"Samsung 850 Evo 500 GB 2.5"" SSD",500,"2.5""",False,Unknown,GeForce RTX 5080,16,360
2025 First AMD Build,AMD Ryzen 7 9700X 3.8 GHz 8-Core,8,3800,AM5,Unknown,Unknown,Unknown,Unknown,Phanteks XT PRO ULTRA ATX Mid Tower,ATX Mid Tower,450.0,230.0,500.0,1,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI MAG B850 TOMAHAWK MAX WIFI ATX AM5,AMD B850,ATX,8400,Unknown,0.0,Unknown,Unknown,Kingston NV3 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,317
2025 First White Build! ASRock 9070XT Ryzen 7 9800X3D,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Antec C8 ARGB ATX Full Tower,ATX Full Tower,464.0,303.0,476.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B650 Steel Legend WiFi ATX AM5,AMD B650,ATX,7200,SeaSonic Focus GX V4 ATX 3 (2024) 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 FormD T1 Build,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Thermalright AXP90-X53 FULL 42.58 CFM,False,0.0,22.4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI MPG B650I EDGE WIFI Mini ITX AM5,AMD B650,Mini ITX,6600,Unknown,0.0,Unknown,Unknown,Western Digital Black SN770 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 Fractal Design Meshify 2 XL Build,AMD Ryzen 9 9950X3D 4.3 GHz 16-Core,16,4300,AM5,Unknown,Unknown,Unknown,Unknown,Fractal Design Meshify 2 XL ATX Full Tower,ATX Full Tower,600.0,240.0,566.0,1,1,G.Skill Trident Z5 RGB 96 GB (2 x 48 GB) DDR5-6800 CL34,6800,DDR5,2 x 48GB,Asus ROG CROSSHAIR X870E HERO ATX AM5,AMD X870E,ATX,8600,MSI MEG Ai1300P PCIE5 1300 W 80+ Platinum Certified Fully Modular ATX,1300.0,80+ Platinum,Fully Modular,Western Digital WD_Black SN850X 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 4090,24,450
2025 Gaming Rig - 9800X3D + 9070XT,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,ID-COOLING SL360 78 CFM Liquid,True,360.0,29.9,Lian Li O11 VISION COMPACT ATX Mid Tower,ATX Mid Tower,447.5,287.5,446.4,1,1,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte X870 AORUS ELITE WIFI7 ICE ATX AM5,AMD X870,ATX,8000,Super Flower Leadex Platinum SE 1000 W 80+ Platinum Certified Fully Modular ATX,1000.0,80+ Platinum,Fully Modular,ADATA XPG GAMMIX S70 Blade 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 RGB Gaming Rig,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Montech SKY TWO ATX Mid Tower,ATX Mid Tower,430.0,215.0,490.0,1,1,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI B650 GAMING PLUS WIFI ATX AM5,AMD B650,ATX,6400,Thermaltake Toughpower GF3 TT Premium 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7900 XT,20,300
2025 RTX 5090 + 9950X3D Build,AMD Ryzen 9 9950X3D 4.3 GHz 16-Core,16,4300,AM5,Unknown,Unknown,Unknown,Unknown,Phanteks NV5 MKII ATX Mid Tower,ATX Mid Tower,477.0,239.0,528.0,1,1,Unknown,Unknown,Unknown,Unknown,Asus ROG CROSSHAIR X870E HERO ATX AM5,AMD X870E,ATX,8600,Unknown,0.0,Unknown,Unknown,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 5090,32,575
2025 Rebuild,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool 207 ATX Mid Tower,ATX Mid Tower,455.6,219.0,456.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Gigabyte B650 EAGLE AX ATX AM5,AMD B650,ATX,7600,Thermaltake Smart BM3 750 W 80+ Bronze Certified Semi-modular ATX,750.0,80+ Bronze,Semi Modular,Corsair MP600 PRO LPX 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7700 XT,12,245
2025 Snowman Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus ROG STRIX X870-A GAMING WIFI ATX AM5,AMD X870,ATX,8000,Unknown,Unknown,Unknown,Unknown,Intel 660p 1.02 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1020,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 Streaming PC (9800X3D / RX 9070 XT),AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Phanteks NV5 MKII ATX Mid Tower,ATX Mid Tower,477.0,239.0,528.0,1,1,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte X870 AORUS ELITE WIFI7 ATX AM5,AMD X870,ATX,8000,Unknown,Unknown,Unknown,Unknown,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
2025 Update - RTX 4080 - 9800X3D -  Lian Li O11 Vision Compact - X870E EDGE TI,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li O11 VISION COMPACT ATX Mid Tower,ATX Mid Tower,447.5,287.5,446.4,1,1,Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI MPG X870E EDGE TI WIFI ATX AM5,AMD X870E,ATX,8400,Lian Li EDGE 1000 W 80+ Platinum Certified Fully Modular ATX,1000.0,80+ Platinum,Fully Modular,Kingston KC3000 1.024 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1024,M.2-2280,True,Unknown,GeForce RTX 4080,16,320
2025 Upgrade,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Thermalright Phantom Spirit EVO 69 CFM,False,0.0,27.0,NZXT H7 Flow (2022) ATX Mid Tower,ATX Mid Tower,480.0,230.0,505.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI MAG B650 TOMAHAWK WIFI ATX AM5,AMD B650,ATX,7600,MSI MPG A1000GS PCIE5 1000 W 80+ Gold Certified Fully Modular ATX,1000.0,80+ Gold,Fully Modular,Samsung 970 Evo 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
2025 White AMD Build,AMD Ryzen 7 9700X 3.8 GHz 8-Core,8,3800,AM5,Unknown,Unknown,Unknown,Unknown,Phanteks ECLIPSE G500A DRGB ATX Mid Tower,ATX Mid Tower,500.0,240.0,515.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Gigabyte B850 AORUS ELITE WIFI7 ICE ATX AM5,AMD B850,ATX,8200,Unknown,Unknown,Unknown,Unknown,Samsung 990 EVO 2 TB M.2-2280 PCIe 5.0 X2 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,317
2025 clean build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,be quiet! Silent Loop 3 78.4 CFM Liquid,True,420.0,26.849999999999998,Antec FLUX PRO ATX Full Tower,ATX Full Tower,530.0,245.0,545.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B850 Riptide WiFi ATX AM5,AMD B850,ATX,8000,MSI MAG A850GL PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850.0,80+ Gold,Fully Modular,Western Digital Blue SN580 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
2025-AM5-9900X3D-4080S,AMD Ryzen 9 9900X3D 4.4 GHz 12-Core,12,4400,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li O11D XL-W ATX Full Tower,ATX Full Tower,471.0,285.0,513.0,1,1,G.Skill Ripjaws M5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus ROG STRIX X870-A GAMING WIFI ATX AM5,AMD X870,ATX,8000,Unknown,Unknown,Unknown,Unknown,Western Digital Black SN850 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
205m mesh build,AMD Ryzen 9 7950X3D 4.2 GHz 16-Core,16,4200,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li LANCOOL 205M MESH MicroATX Mini Tower,MicroATX Mini Tower,402.5,210.0,400.0,0,1,TEAMGROUP T-Force Delta RGB 64 GB (2 x 32 GB) DDR5-5600 CL36,5600,DDR5,2 x 32GB,Gigabyte B650M AORUS ELITE AX Micro ATX AM5,AMD B650,Micro ATX,6600,Unknown,Unknown,Unknown,Unknown,ADATA XPG GAMMIX S70 Blade 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7900 XTX,24,355
265kf and 4080s in Jonsbo Z20 case,Intel Core Ultra 7 265KF 3.9 GHz 20-Core,20,3900,LGA1851,Unknown,Unknown,Unknown,Unknown,Jonsbo Jonsplus Z20 MicroATX Desktop,MicroATX Desktop,382.0,198.0,335.0,0,1,Kingston FURY Renegade 96 GB (2 x 48 GB) DDR5-6000 CL32,6000,DDR5,2 x 48GB,Gigabyte Z890M AORUS ELITE WIFI7 ICE Micro ATX LGA1851,Intel Z890,Micro ATX,9200,Unknown,0.0,Unknown,Unknown,Western Digital Black SN770 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
2nd Build,Intel Core i5-10600K 4.1 GHz 6-Core,6,4100,LGA1200,Unknown,Unknown,Unknown,Unknown,be quiet! Pure Base 500DX ATX Mid Tower,ATX Mid Tower,450.0,232.0,463.0,1,1,TEAMGROUP T-Force Xtreem ARGB 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Gigabyte Z490 VISION G ATX LGA1200,Intel Z490,ATX,5000,Unknown,Unknown,Unknown,Unknown,"TEAMGROUP T-Force Delta Max White RGB Lite 1 TB 2.5"" SSD",1000,"2.5""",False,Gigabyte EAGLE GeForce RTX 3060 12GB 12 GB,GeForce RTX 3060 12GB,12,170
2nd Build Final Revision,Intel Core i5-10600K 4.1 GHz 6-Core,6,4100,LGA1200,Unknown,Unknown,Unknown,Unknown,Fractal Design Define 7 ATX Mid Tower,ATX Mid Tower,547.0,240.0,475.0,1,1,TEAMGROUP T-Force Xtreem ARGB 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Gigabyte Z490 VISION G ATX LGA1200,Intel Z490,ATX,5000,Unknown,Unknown,Unknown,Unknown,Samsung 980 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,PowerColor Fighter Radeon RX 6700 XT 12 GB,Radeon RX 6700 XT,12,230
