component_name,component_link,Boost_Clock,Case_Expansion_Slot_Width,Chipset,Color,Cooling,Core_Clock,DisplayPort_Outputs,Effective_Memory_Clock,External_Power,Frame_Sync,HDMI_Outputs,Inferred_,Interface,Length,Manufacturer,Memory,Memory_Type,Part_#_#,SLI_CrossFire,TDP,Total_Slot_Width,,,
,https://pcpartpicker.com/product/X7CZxr/asus-dual-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g,2535 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G; 90YV0JC0-M0NA00,,115 W,3,,,
,https://pcpartpicker.com/product/qjCZxr/gigabyte-aero-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tsaero-oc-16gd,2655 MHz,2,GeForce RTX 4070 Ti SUPER,White / Silver,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,300 mm,Gigabyte,16 GB,GDDR6X,GV-N407TSAERO OC-16GD,,285 W,3,,,
,https://pcpartpicker.com/product/CH4BD3/asus-geforce-gtx-1660-super-6-gb-tuf-gaming-oc-video-card-tuf-gtx1660s-o6g-gaming,1845 MHz,2,GeForce GTX 1660 SUPER,Black,2 Fans,1530 MHz,1,14002 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,206 mm,Asus,6 GB,GDDR6,TUF-GTX1660S-O6G-GAMING; 90YV0DT2-M0NA00; 90YV0DT2-M0AA00,,125 W,2,,,
,https://pcpartpicker.com/product/mHpQzy/gigabyte-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-gv-r78xtgaming-oc-16gd,2565 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,302 mm,Gigabyte,16 GB,GDDR6,GV-R78XTGAMING OC-16GD,,263 W,3,,,
,https://pcpartpicker.com/product/pRXnTW/evga-geforce-rtx-2080-ti-11gb-ftw3-ultra-gaming-video-card-11g-p4-2487-kr,1755 MHz,3,GeForce RTX 2080 Ti,Clear / Black,3 Fans,1350 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,302 mm,EVGA,11 GB,GDDR6,11G-P4-2487-KR,2-way SLI Capable,250 W,3,,,
,https://pcpartpicker.com/product/rQQKHx/asus-dual-evo-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-evo,2535 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G-EVO; 90YV0JC7-M0NA00; 90YV0JC7-MVAA00,,115 W,3,,,
,https://pcpartpicker.com/product/mHpQzy/gigabyte-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-gv-r78xtgaming-oc-16gd,2565 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,302 mm,Gigabyte,16 GB,GDDR6,GV-R78XTGAMING OC-16GD,,263 W,3,,,
,https://pcpartpicker.com/product/GYfxFT/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickf9,2430 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,335 mm,XFX,16 GB,GDDR6,RX-78TQICKF9,,263 W,3,,,
,https://pcpartpicker.com/product/ZPJp99/asrock-steel-legend-oc-radeon-rx-7600-xt-8-gb-video-card-rx7600-sl-8go,2725 MHz,2,Radeon RX 7600,White,3 Fans,1720 MHz,,18000 MHz,1 x PCIe 8-pin,FreeSync,,,PCIe x16,303 mm,ASRock,8 GB,GDDR6,RX7600 SL 8GO; 90-GA4DZZ-00UANF,,165 W,3,,,
,https://pcpartpicker.com/product/TzbCmG/msi-radeon-rx-6800-xt-16-gb-gaming-x-trio-video-card-rx-6800-xt-gaming-x-trio-16g,2285 MHz,2,Radeon RX 6800 XT,Silver / Black,3 Fans,1850 MHz,3,16000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,324 mm,MSI,16 GB,GDDR6,RX 6800 XT Gaming X Trio 16G; V395-001R; Radeon RX 6800 XT GAMING X TRIO 16G,,300 W,3,,,
,https://pcpartpicker.com/product/TGMMnQ/msi-ventus-2x-oc-geforce-rtx-3050-6gb-6-gb-video-card-rtx-3050-ventus-2x-6g-oc,1492 MHz,2,GeForce RTX 3050 6GB,Black,2 Fans,1040 MHz,,,None,G-Sync,,,PCIe x16,189 mm,MSI,6 GB,GDDR6,RTX 3050 VENTUS 2X 6G OC; GeForce RTX 3050 VENTUS 2X 6G OC; V812-015R; 912-V812-015,,70 W,2,,,
,https://pcpartpicker.com/product/rQQKHx/asus-dual-evo-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-evo,2535 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G-EVO; 90YV0JC7-M0NA00; 90YV0JC7-MVAA00,,115 W,3,,,
,https://pcpartpicker.com/product/rQQKHx/asus-dual-evo-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-evo,2535 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G-EVO; 90YV0JC7-M0NA00; 90YV0JC7-MVAA00,,115 W,3,,,
,https://pcpartpicker.com/product/rGPv6h/powercolor-hellhound-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-loc,3010 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,327 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-L/OC,,304 W,3,,,
,https://pcpartpicker.com/product/FnLdnQ/gigabyte-windforce-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf3oc-12gd,2490 MHz,2,GeForce RTX 4070,Black,3 Fans,1920 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,261 mm,Gigabyte,12 GB,GDDR6X,GV-N4070WF3OC-12GD,,200 W,3,,,
,https://pcpartpicker.com/product/RCBG3C/asus-tuf-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-tuf-rx7900xt-o20g-gaming,,2,Radeon RX 7900 XT,Black,3 Fans,2000 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,353 mm,Asus,20 GB,GDDR6,tuf-rx7900xt-o20g-gaming; 90YV0IV1-M0NA00; 90YV0IV1-M0AA00,,300 W,4,,,
,https://pcpartpicker.com/product/m2qPxr/asus-tuf-gaming-oc-geforce-rtx-3060-ti-8-gb-video-card-tuf-rtx3060ti-o8gd6x-gaming,1785 MHz,2,GeForce RTX 3060 Ti,Black,3 Fans,1410 MHz,,19000 MHz,2 x PCIe 8-pin,G-Sync,,,PCIe x16,302 mm,Asus,8 GB,GDDR6X,tuf-rtx3060ti-o8gd6x-gaming; 90YV0IL0-M0NA00,,200 W,3,,,
,https://pcpartpicker.com/product/4RrRsY/xfx-radeon-rx-6750-xt-12-gb-speedster-qick-319-core-video-card-rx-675xyjfdp,2600 MHz,2,Radeon RX 6750 XT,Black,3 Fans,2150 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,323 mm,XFX,12 GB,GDDR6,RX-675XYJFDP,,250 W,3,,,
,https://pcpartpicker.com/product/87WmP6/nvidia-founders-edition-geforce-rtx-5080-16-gb-video-card-900-1g144-2545-000,2620 MHz,2,GeForce RTX 5080,Black / Gray,2 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,16 GB,GDDR7,900-1G144-2545-000,,360 W,3,,,
,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,2670 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,305 mm,Asus,16 GB,GDDR6X,tuf-rtx4070tis-o16g-gaming; 90YV0KF0-M0AA00; 90YV0KF0-M0NA00,,285 W,4,,,
,https://pcpartpicker.com/product/72hFf7/msi-suprim-x-geforce-rtx-4090-24-gb-video-card-geforce-rtx-4090-suprim-x-24g,,3,GeForce RTX 4090,Black / Silver,3 Fans,2235 MHz,,21000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,336 mm,MSI,24 GB,GDDR6X,GeForce RTX 4090 SUPRIM X 24G; RTX 4090 SUPRIM X 24G; V510-001R; 912-V510-012; G4090SX24,,450 W,4,,,
,https://pcpartpicker.com/product/2Ftkcf/asus-tuf-gaming-oc-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-o32g-gaming,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,32 GB,GDDR7,TUF-RTX5090-O32G-GAMING; 90YV0LY0-M0NA00,,575 W,4,,,
,https://pcpartpicker.com/product/NGG2FT/msi-gaming-trio-oc-geforce-rtx-5070-12-gb-video-card-geforce-rtx-5070-12g-gaming-trio-oc,,2,GeForce RTX 5070,Black,3 Fans,2160 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,338 mm,MSI,12 GB,GDDR7,GeForce RTX 5070 12G GAMING TRIO OC; RTX 5070 12G GAMING TRIO OC; G5070-12GTC; 912-V532-029; V532-019R,,250 W,3,,,
,https://pcpartpicker.com/product/QRwypg/msi-radeon-rx-6600-xt-8-gb-mech-2x-oc-video-card-rx6600xt-mech2x-8goc,2602 MHz,2,Radeon RX 6600 XT,Black / Silver,2 Fans,1968 MHz,3,16000 MHz,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,235 mm,MSI,8 GB,GDDR6,RX6600XT MECH2X 8GOC; Radeon RX 6600 XT MECH 2X 8G OC; V502-004R,,160 W,3,,,
,https://pcpartpicker.com/product/gTHp99/asus-tuf-gaming-oc-geforce-rtx-5080-16-gb-video-card-tuf-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR7,TUF-RTX5080-O16G-GAMING; 90YV0M30-M0NA00,,360 W,4,,,
,https://pcpartpicker.com/product/zcqNnQ/msi-ventus-3x-oc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x-oc,2497 MHz,2,GeForce RTX 5070 Ti,Silver / Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,303 mm,MSI,16 GB,GDDR7,GeForce RTX 5070 Ti 16G VENTUS 3X OC; G507T-16V3C; RTX 5070 Ti 16G VENTUS 3X OC; V531-092R; 912-V531-083,,300 W,3,,,
,https://pcpartpicker.com/product/F3fnTW/sapphire-nitro-radeon-rx-7900-xtx-24-gb-video-card-11322-01-20g,2680 MHz,3,Radeon RX 7900 XTX,Silver / Black,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,24 GB,GDDR6,11322-01-20G; 11322-01-40G,,420 W,4,,,
,https://pcpartpicker.com/product/c6XMnQ/asus-prime-oc-geforce-rtx-5070-ti-16-gb-video-card-prime-rtx5070ti-o16g,2527 MHz,2,GeForce RTX 5070 Ti,Black / White,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,306 mm,Asus,16 GB,GDDR7,prime-rtx5070ti-o16g; 90YV0MF0-M0NA00,,300 W,3,,,
,https://pcpartpicker.com/product/BYdG3C/asrock-challenger-oc-radeon-rx-7600-xt-8-gb-video-card-rx7600-cl-8go,2695 MHz,2,Radeon RX 7600,Black,2 Fans,1720 MHz,,18000 MHz,1 x PCIe 8-pin,FreeSync,,,PCIe x16,269 mm,ASRock,8 GB,GDDR6,RX7600 CL 8GO; 90-GA41ZZ-00UANF,,165 W,2,,,
,https://pcpartpicker.com/product/8ZJBD3/powercolor-reaper-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-a,2970 MHz,2,Radeon RX 9070 XT,Black / Red,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,289 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-A; RX9070XT 16GB-A,,304 W,2,,,
,https://pcpartpicker.com/product/M9ytt6/msi-radeon-rx-6600-8-gb-mech-2x-video-card-rx-6600-mech-2x-8g,2491 MHz,2,Radeon RX 6600,Black / Silver,2 Fans,1626 MHz,3,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,235 mm,MSI,8 GB,GDDR6,RX 6600 MECH 2X 8G; Radeon RX 6600 MECH 2X 8G; V502-035R; 912-V502-039,,132 W,3,,,
,https://pcpartpicker.com/product/sqyH99/gigabyte-gaming-oc-radeon-rx-7600-xt-16-gb-video-card-gv-r76xtgaming-oc-16gd,2810 MHz,2,Radeon RX 7600 XT,Black / Gray,3 Fans,1720 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,281 mm,Gigabyte,16 GB,GDDR6,GV-R76XTGAMING OC-16GD,,190 W,3,,,
,https://pcpartpicker.com/product/s6rcCJ/gainward-geforce-gtx-1070-8gb-phoenix-video-card-gtx1070_phoenix,1683 MHz,2,GeForce GTX 1070,Black / Red,2 Fans,1506 MHz,3,8000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,285 mm,Gainward,8 GB,GDDR5,GTX1070_Phoenix,2-way SLI Capable,150 W,3,,,
,https://pcpartpicker.com/product/H34Pxr/xfx-mercury-oc-magnetic-air-rgb-radeon-rx-9070-xt-16-gb-video-card-rx-97tmargw9,3100 MHz,3,Radeon RX 9070 XT,White,3 Fans,1870 MHz,,20000 MHz,3 x PCIe 8-pin,FreeSync,,,PCIe x16,360 mm,XFX,16 GB,GDDR6,RX-97TMARGW9,,304 W,4,,,
,https://pcpartpicker.com/product/VnHp99/gigabyte-aero-oc-sff-geforce-rtx-5080-16-gb-video-card-gv-n5080aero-oc-16gd,,2,GeForce RTX 5080,White / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,Gigabyte,16 GB,GDDR7,GV-N5080AERO OC-16GD,,360 W,3,,,
,https://pcpartpicker.com/product/7WWJ7P/xfx-speedster-swft-210-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tswftfp,2430 MHz,2,Radeon RX 7800 XT,Black,2 Fans,1295 MHz,,19500 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,283 mm,XFX,16 GB,GDDR6,RX-78TSWFTFP,,263 W,3,,,
,https://pcpartpicker.com/product/cdpmP6/asus-strix-lc-gaming-oc-radeon-rx-6800-xt-16-gb-video-card-rog-strix-lc-rx6800xt-o16g-gaming,2360 MHz,2,Radeon RX 6800 XT,Black / Silver,240 mm Radiator + 1 Fan,1825 MHz,2,16000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,277 mm,Asus,16 GB,GDDR6,ROG-STRIX-LC-RX6800XT-O16G-GAMING; 90YV0FL0-M0NM00; 90YV0FL0-M0AA00,,300 W,2,,,
,https://pcpartpicker.com/product/WHKscf/pny-verto-oc-geforce-rtx-4070-super-12-gb-video-card-vcg4070s12dfxpb1-o,2490 MHz,2,GeForce RTX 4070 SUPER,Black,2 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,247 mm,PNY,12 GB,GDDR6X,VCG4070S12DFXPB1-O,,220 W,2,,,
,https://pcpartpicker.com/product/RrCZxr/asus-dual-oc-geforce-rtx-3050-6gb-6-gb-video-card-dual-rtx3050-o6g,1537 MHz,2,GeForce RTX 3050 6GB,Black,2 Fans,1040 MHz,,,None,G-Sync,,,PCIe x16,201 mm,Asus,6 GB,GDDR6,dual-rtx3050-o6g; 90YV0K60-M0NA00,,70 W,2,,,
,https://pcpartpicker.com/product/yjYmP6/gigabyte-gaming-oc-geforce-rtx-4070-ti-12-gb-video-card-gv-n407tgaming-oc-12gd,2640 MHz,2,GeForce RTX 4070 Ti,Black,3 Fans,2310 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,336 mm,Gigabyte,12 GB,GDDR6X,GV-N407TGAMING OC-12GD,,285 W,3,,,
,https://pcpartpicker.com/product/QnWzK8/gigabyte-aorus-xtreme-waterforce-geforce-rtx-4080-16-gb-video-card-gv-n4080aorusx-w-16gd,2565 MHz,2,GeForce RTX 4080,Black,360 mm Radiator,2205 MHz,,22400 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,236 mm,Gigabyte,16 GB,GDDR6X,GV-N4080AORUSX W-16GD,,320 W,2,,,
,https://pcpartpicker.com/product/ycYfrH/msi-gaming-trio-oc-plus-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-gaming-trio-oc-plus,2580 MHz,2,GeForce RTX 5070 Ti,Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,338 mm,MSI,16 GB,GDDR7,GeForce RTX 5070 Ti 16G GAMING TRIO OC PLUS; RTX 5070 Ti 16G GAMING TRIO OC PLUS; G507T-16GTCP; 912-V531-056; V531-058R,,300 W,3,,,
,https://pcpartpicker.com/product/3Xn9TW/msi-ventus-2x-xs-oc-geforce-rtx-3050-8gb-8-gb-video-card-rtx-3050-ventus-2x-xs-8g-oc,1807 MHz,2,GeForce RTX 3050 8GB,Black / Gray,2 Fans,1550 MHz,,,1 x PCIe 6-pin,G-Sync,,,PCIe x16,205 mm,MSI,8 GB,GDDR6,RTX 3050 Ventus 2X XS 8G OC; GeForce RTX 3050 Ventus 2X XS 8G OC; V809-4266R; 912-V809-4287,,115 W,3,,,
,https://pcpartpicker.com/product/GzPgXL/evga-geforce-gtx-1660-super-6-gb-sc-ultra-gaming-video-card-06g-p4-1068-kr,1830 MHz,2,GeForce GTX 1660 SUPER,Black,2 Fans,1530 MHz,1,14000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,202 mm,EVGA,6 GB,GDDR6,06G-P4-1068-KR,,125 W,2,,,
,https://pcpartpicker.com/product/6QPv6h/asus-tuf-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-tuf-rx9070xt-o16g-gaming,3080 MHz,2,Radeon RX 9070 XT,Black / Silver,3 Fans,2520 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,330 mm,Asus,16 GB,GDDR6,tuf-rx9070xt-o16g-gaming; 90YV0L70-M0NA00,,304 W,4,,,
,https://pcpartpicker.com/product/TmDnTW/sapphire-pure-radeon-rx-9070-xt-16-gb-video-card-11348-02-20g,3010 MHz,3,Radeon RX 9070 XT,White,3 Fans,2460 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11348-02-20G,,317 W,3,,,
,https://pcpartpicker.com/product/Mf8Pxr/asus-tuf-gaming-oc-geforce-rtx-5070-12-gb-video-card-tuf-rtx5070-o12g-gaming,,2,GeForce RTX 5070,Black / Silver,3 Fans,2160 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,329 mm,Asus,12 GB,GDDR7,tuf-rtx5070-o12g-gaming; 90YV0LZ0-M0NA00,,250 W,4,,,
,https://pcpartpicker.com/product/7s88TW/msi-ventus-2x-black-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-black-8g-oc,2505 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,199 mm,MSI,8 GB,GDDR6,RTX 4060 VENTUS 2X BLACK 8G OC; GeForce RTX 4060 VENTUS 2X BLACK 8G OC; 912-V516-004; V516-004R; G4060V2XB8C,,115 W,2,,,
,https://pcpartpicker.com/product/mXNYcf/gigabyte-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408sgaming-oc-16gd,2595 MHz,2,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,342 mm,Gigabyte,16 GB,GDDR6X,GV-N408SGAMING OC-16GD,,320 W,4,,,
,https://pcpartpicker.com/product/WcHp99/asus-prime-oc-radeon-rx-9070-xt-16-gb-video-card-prime-rx9070xt-o16g,3030 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2460 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,312 mm,Asus,16 GB,GDDR6,prime-rx9070xt-o16g; 90YV0L71-M0NA00,,304 W,3,,,
,https://pcpartpicker.com/product/h9cBD3/xfx-mercury-oc-magnetic-air-rgb-radeon-rx-9070-xt-16-gb-video-card-rx-97tmargb9,3100 MHz,3,Radeon RX 9070 XT,Black,3 Fans,1870 MHz,,20000 MHz,3 x PCIe 8-pin,FreeSync,,,PCIe x16,360 mm,XFX,16 GB,GDDR6,RX-97TMARGB9,,304 W,4,,,
,https://pcpartpicker.com/product/VxjRsY/gigabyte-windforce-v2-geforce-rtx-4080-super-16-gb-video-card-gv-n408swf3v2-16gd,2550 MHz,2,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,330 mm,Gigabyte,16 GB,GDDR6X,GV-N408SWF3V2-16GD,,320 W,3,,,
,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,2670 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,305 mm,Asus,16 GB,GDDR6X,tuf-rtx4070tis-o16g-gaming; 90YV0KF0-M0AA00; 90YV0KF0-M0NA00,,285 W,4,,,
,https://pcpartpicker.com/product/r7WmP6/msi-gaming-trio-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-gaming-trio-oc,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,359 mm,MSI,32 GB,GDDR7,GeForce RTX 5090 32G GAMING TRIO OC; G5090-32GTC; RTX 5090 32G GAMING TRIO OC; 912-V530-014; V530-014R,,575 W,4,,,
,https://pcpartpicker.com/product/V8hFf7/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-white,2640 MHz,2,GeForce RTX 4090,White,3 Fans,2235 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,24 GB,GDDR6X,rog-strix-rtx4090-o24g-white; 90YV0ID2-M0NA00,,450 W,4,,,
,https://pcpartpicker.com/product/r7WmP6/msi-gaming-trio-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-gaming-trio-oc,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,359 mm,MSI,32 GB,GDDR7,GeForce RTX 5090 32G GAMING TRIO OC; G5090-32GTC; RTX 5090 32G GAMING TRIO OC; 912-V530-014; V530-014R,,575 W,4,,,
,https://pcpartpicker.com/product/63wmP6/nvidia-founders-edition-geforce-rtx-4060-ti-8-gb-video-card-900-1g141-2560-000,2540 MHz,2,GeForce RTX 4060 Ti,Black / Silver,2 Fans,2310 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,244 mm,NVIDIA,8 GB,GDDR6,900-1G141-2560-000,,165 W,2,,,
,https://pcpartpicker.com/product/V4MXsY/powercolor-hellhound-oc-radeon-rx-9070-16-gb-video-card-rx9070-16g-loc,2590 MHz,2,Radeon RX 9070,Black,3 Fans,2070 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,327 mm,PowerColor,16 GB,GDDR6,RX9070 16G-L/OC,,220 W,2,,,
,https://pcpartpicker.com/product/gvcgXL/msi-ventus-3x-oc-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-ventus-3x-oc,2595 MHz,3,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,322 mm,MSI,16 GB,GDDR6X,RTX 4080 SUPER 16G VENTUS 3X OC; GeForce RTX 4080 SUPER 16G VENTUS 3X OC; G4080S16V3C; V511-221R; 912-V511-221,,320 W,3,,,
,https://pcpartpicker.com/product/mXNYcf/gigabyte-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408sgaming-oc-16gd,2595 MHz,2,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,342 mm,Gigabyte,16 GB,GDDR6X,GV-N408SGAMING OC-16GD,,320 W,4,,,
,https://pcpartpicker.com/product/GtXJ7P/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmercb9,2615 MHz,2,Radeon RX 7900 XTX,Black / Silver,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,344 mm,XFX,24 GB,GDDR6,RX-79XMERCB9,,355 W,3,,,
,https://pcpartpicker.com/product/F3fnTW/sapphire-nitro-radeon-rx-7900-xtx-24-gb-video-card-11322-01-20g,2680 MHz,3,Radeon RX 7900 XTX,Silver / Black,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,24 GB,GDDR6,11322-01-20G; 11322-01-40G,,420 W,4,,,
,https://pcpartpicker.com/product/V8hFf7/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-white,2640 MHz,2,GeForce RTX 4090,White,3 Fans,2235 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,24 GB,GDDR6X,rog-strix-rtx4090-o24g-white; 90YV0ID2-M0NA00,,450 W,4,,,
,https://pcpartpicker.com/product/2Ftkcf/asus-tuf-gaming-oc-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-o32g-gaming,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,32 GB,GDDR7,TUF-RTX5090-O32G-GAMING; 90YV0LY0-M0NA00,,575 W,4,,,
,https://pcpartpicker.com/product/hbDQzy/gigabyte-aero-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407saero-oc-12gd,2565 MHz,2,GeForce RTX 4070 SUPER,White / Silver,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,300 mm,Gigabyte,12 GB,GDDR6X,GV-N407SAERO OC-12GD,,220 W,3,,,
