component_type,component_name,component_link,CAS_Latency,Color,ECC_Registered,First_Word_Latency,Form_Factor,Heat_Spreader,Inferred_,Manufacturer,Modules,Part_#_#,Price_GB,Speed,Timing,Voltage
,Corsair Dominator Platinum RGB 64 GB (4 x 16 GB) DDR5-6200 CL32,https://pcpartpicker.com/product/XqsV3C/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr5-6200-cl32-memory-cmt64gx5m4b6200c32,32,Black,Non-ECC / Unbuffered,10.323 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 16GB,CMT64GX5M4B6200C32,$5.36 ,DDR5-6200,32-38-38-80,1.4 V
,G.Skill Ripjaws S5 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/QJ3gXL/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-rs5k,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3040G32GX2-RS5K,$3.13 ,DDR5-6000,30-40-40-96,1.4 V
,Corsair Dominator Platinum RGB 64 GB (4 x 16 GB) DDR5-6600 CL32,https://pcpartpicker.com/product/HZLdnQ/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr5-6600-cl32-memory-cmt64gx5m4b6600c32,32,Black,Non-ECC / Unbuffered,9.697 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 16GB,CMT64GX5M4B6600C32,$6.19 ,DDR5-6600,32-39-39-76,1.4 V
,TEAMGROUP T-Create Expert 64 GB (2 x 32 GB) DDR5-6000 CL34,https://pcpartpicker.com/product/yXyH99/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-6000-cl34-memory-ctced564g6000hc34bdc01,34,Black,Non-ECC / Unbuffered,11.333 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 32GB,CTCED564G6000HC34BDC01,$2.77 ,DDR5-6000,34-44-44-84,1.3 V
,G.Skill Trident Z RGB 64 GB (4 x 16 GB) DDR4-3600 CL14,https://pcpartpicker.com/product/ybBhP6/gskill-trident-z-rgb-64-gb-4-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q-64gtzr,14,Black,Non-ECC / Unbuffered,7.778 ns,288-pin DIMM (DDR4),Yes,,G.Skill,4 x 16GB,F4-3600C14Q-64GTZR,,DDR4-3600,14-15-15-35,1.45 V
,Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR4-3000 CL15,https://pcpartpicker.com/product/bHBrxr/corsair-memory-cmd16gx4m2b3000c15,15,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMD16GX4M2B3000C15,,DDR4-3000,15-17-17-35,1.35 V
,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,16,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TLZGD432G3200HC16FDC01,$1.59 ,DDR4-3200,16-20-20-40,1.35 V
,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/mfhv6h/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5rw,32,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5RW,$3.59 ,DDR5-6400,32-39-39-102,1.4 V
,G.Skill Trident Z5 Neo RGB 48 GB (2 x 24 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/DpDQzy/gskill-trident-z5-neo-rgb-48-gb-2-x-24-gb-ddr5-6400-cl32-memory-f5-6400j3239f24gx2-tz5nr,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 24GB,F5-6400J3239F24GX2-TZ5NR,$3.40 ,DDR5-6400,32-39-39-102,1.35 V
,Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/vmsV3C/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbek2-16,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 8GB,KF560C30BBEK2-16,$5.00 ,DDR5-6000,,1.4 V
,Silicon Power SP016GLLTU160N22 16 GB (2 x 8 GB) DDR3-1600 CL11,https://pcpartpicker.com/product/yvZ9TW/silicon-power-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-sp016glltu160n22,11,Green,Non-ECC / Unbuffered,13.75 ns,240-pin DIMM (DDR3),No,,Silicon Power,2 x 8GB,SP016GLLTU160N22,$1.00 ,DDR3-1600,,1.35 V
,Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-7000 CL40,https://pcpartpicker.com/product/KXy8TW/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-7000-cl40-memory-cmp96gx5m2b7000c40,40,Black,Non-ECC / Unbuffered,11.429 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 48GB,CMP96GX5M2B7000C40,$4.31 ,DDR5-7000,40-52-52-114,1.4 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/GpNYcf/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000z36,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2E6000Z36,$3.13 ,DDR5-6000,36-44-44-96,1.4 V
,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/dHjJ7P/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzrx,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3200C16D-32GTZRX,,DDR4-3200,16-18-18-38,1.35 V
,Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/8LbRsY/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000c30w,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMP64GX5M2B6000C30W,$4.38 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Trident Z5 Royal 96 GB (2 x 48 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/ntvD4D/gskill-trident-z5-royal-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-tr5s,32,Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 48GB,F5-6400J3239F48GX2-TR5S,$3.23 ,DDR5-6400,32-39-39-102,1.35 V
,Patriot Viper 3 16 GB (2 x 8 GB) DDR3-1866 CL10,https://pcpartpicker.com/product/zsTmP6/patriot-memory-pv316g186c0k,10,Black / Silver,Non-ECC / Unbuffered,10.718 ns,240-pin DIMM (DDR3),Yes,,Patriot,2 x 8GB,PV316G186C0K,$1.50 ,DDR3-1866,,1.5 V
,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/MRn9TW/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5nrw,32,,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5NRW,$3.91 ,DDR5-6400,32-39-39-102,1.4 V
,G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/BRn8TW/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-f4-3200c16d-64gtzn,16,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 32GB,F4-3200C16D-64GTZN,$1.98 ,DDR4-3200,16-18-18-38,1.35 V
,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/gQH7YJ/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmt32gx5m2b5600c36w,36,White,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMT32GX5M2B5600C36W,$5.77 ,DDR5-5600,36-36-36-76,1.3 V
,Mushkin Enhanced Redline Stiletto 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/Rdstt6/mushkin-enhanced-redline-stiletto-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-mrf4u360gkkp16gx2,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,Mushkin,2 x 16GB,MRF4U360GKKP16GX2,,DDR4-3600,16-19-19-39,1.4 V
,Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-5600 CL40,https://pcpartpicker.com/product/XXQcCJ/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5600-cl40-memory-cmt64gx5m2x5600c40,40,Black,Non-ECC / Unbuffered,14.286 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMT64GX5M2X5600C40,$3.41 ,DDR5-5600,40-40-40-77,1.25 V
,Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/nycgXL/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-16,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 8GB,KF560C36BBEAK2-16,$4.56 ,DDR5-6000,,1.35 V
,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/ZRpmP6/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf4d432g3600hc18jdc01,18,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TF4D432G3600HC18JDC01,$2.11 ,DDR4-3600,18-22-22-42,1.35 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL28,https://pcpartpicker.com/product/6BsV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-cmk32gx5m2b6000z28,28,Black,Non-ECC / Unbuffered,9.333 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2B6000Z28,$3.75 ,DDR5-6000,28-36-36-96,1.4 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5600 CL40,https://pcpartpicker.com/product/J2zXsY/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-cmk32gx5m2b5600c40,40,Black / Gray,Non-ECC / Unbuffered,14.286 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2B5600C40,$3.00 ,DDR5-5600,40-40-40-77,1.25 V
,PNY XLR8 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/DMMTwP/pny-xlr8-32-gb-2-x-16-gb-ddr4-3200-memory-md32gk2d4320016xr,16,Black / Red,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,PNY,2 x 16GB,MD32GK2D4320016XR,$3.75 ,DDR4-3200,,1.35 V
,Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/XCzXsY/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmt64gx5m2b6400c32,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMT64GX5M2B6400C32,$4.61 ,DDR5-6400,32-40-40-84,1.4 V
,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/dHjJ7P/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzrx,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3200C16D-32GTZRX,,DDR4-3200,16-18-18-38,1.35 V
,Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/mCHRsY/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pvs416g320c6k,16,Silver / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Patriot,2 x 8GB,PVS416G320C6K,$2.19 ,DDR4-3200,16-18-18-36,1.35 V
,Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/B8xxFT/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmp96gx5m2b6400c32,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 48GB,CMP96GX5M2B6400C32,$4.23 ,DDR5-6400,32-40-40-84,1.4 V
,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/w2XJ7P/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-f5-5600j3636c16gx2-fx5,36,Black,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-5600J3636C16GX2-FX5,$2.66 ,DDR5-5600,36-36-36-89,1.2 V
,TEAMGROUP T-Force Vulcan Eco 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/6QbRsY/teamgroup-t-force-vulcan-eco-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flesd532g6000hc30dc01,30,Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 16GB,FLESD532G6000HC30DC01,$3.03 ,DDR5-6000,,1.35 V
,TEAMGROUP Elite 16 GB (2 x 8 GB) DDR4-2666 CL19,https://pcpartpicker.com/product/Rk8bt6/teamgroup-elite-16-gb-2-x-8-gb-ddr4-2666-cl19-memory-ted416g2666c19dc01,19,Black,Non-ECC / Unbuffered,14.254 ns,288-pin DIMM (DDR4),No,,TEAMGROUP,2 x 8GB,TED416G2666C19DC01,$1.81 ,DDR4-2666,19-19-19-43,1.2 V
,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,16,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TLZGD432G3200HC16FDC01,$1.59 ,DDR4-3200,16-20-20-40,1.35 V
,Klevv CRAS V RGB 48 GB (2 x 24 GB) DDR5-8400 CL40,https://pcpartpicker.com/product/sDbRsY/klevv-cras-v-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-kd5kgud80-84d400g,40,Black,Non-ECC / Unbuffered,9.524 ns,288-pin DIMM (DDR5),Yes,,Klevv,2 x 24GB,KD5KGUD80-84D400G,,DDR5-8400,40-52-52-134,1.45 V
,Corsair Dominator Titanium First Edition 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/7sCZxr/corsair-dominator-titanium-first-edition-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2x6000z30fe,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMP64GX5M2X6000Z30FE,,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6200 CL36,https://pcpartpicker.com/product/7nxRsY/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmh32gx5m2b6200c36,36,Black,Non-ECC / Unbuffered,11.613 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6200C36,$4.06 ,DDR5-6200,36-39-39-76,1.3 V
,Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/68zkcf/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3600-memory-cmw32gx4m4c3600c18w,18,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,4 x 8GB,CMW32GX4M4C3600C18W,$3.88 ,DDR4-3600,18-19-19-39,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/RbvD4D/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmh32gx5m2b6400c32,32,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6400C32,$3.91 ,DDR5-6400,32-40-40-84,1.4 V
,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/6z6qqs/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtzr,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3600C16D-32GTZR,,DDR4-3600,16-16-16-36,1.35 V
,ADATA XPG SPECTRIX D50 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/XsD7YJ/adata-xpg-spectrix-d50-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ax4u360016g18i-dt50,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,ADATA,2 x 16GB,AX4U360016G18I-DT50,,DDR4-3600,,1.35 V
,ADATA XPG Lancer Blade 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/FQPv6h/adata-xpg-lancer-blade-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-ax5u6000c3032g-dtlabbk,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,ADATA,2 x 32GB,AX5U6000C3032G-DTLABBK,$4.32 ,DDR5-6000,,1.4 V
,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/7rmNnQ/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5rw,36,White / Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3636F32GX2-TZ5RW,$2.66 ,DDR5-6000,36-36-36-96,1.35 V
,G.Skill Trident Z5 Royal 64 GB (2 x 32 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/Bj6NnQ/gskill-trident-z5-royal-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-tr5s,32,Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6400J3239G32GX2-TR5S,$3.75 ,DDR5-6400,32-39-39-102,1.4 V
,Corsair Dominator Titanium 64 GB (4 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/zByH99/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6400-cl32-memory-cmp64gx5m4b6400c32w,32,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 16GB,CMP64GX5M4B6400C32W,$5.78 ,DDR5-6400,32-40-40-84,1.4 V
,Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/wjFmP6/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-64,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 32GB,KF560C30BBEAK2-64,$3.28 ,DDR5-6000,,1.4 V
,Silicon Power SP016GBLFU320B22 16 GB (2 x 8 GB) DDR4-3200 CL22,https://pcpartpicker.com/product/jfqPxr/silicon-power-sp016gblfu320b22-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-sp016gblfu320b22,22,,Non-ECC / Unbuffered,13.75 ns,288-pin DIMM (DDR4),No,,Silicon Power,2 x 8GB,SP016GBLFU320B22,$1.56 ,DDR4-3200,,1.2 V
,Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/PfrYcf/corsair-vengeance-rgb-pro-32-gb-4-x-8-gb-ddr4-3600-memory-cmw32gx4m4d3600c18,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,4 x 8GB,CMW32GX4M4D3600C18,$3.59 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/Td88TW/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5nr,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3636F32GX2-TZ5NR,$2.66 ,DDR5-6000,36-36-36-96,1.35 V
,Silicon Power GAMING 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/B8QcCJ/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdaj7,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Silicon Power,2 x 16GB,SP032GXLZU320BDAJ7,$1.41 ,DDR4-3200,16-18-18-36,1.35 V
,Corsair Dominator Titanium 64 GB (4 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/6TjRsY/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6000-cl36-memory-cmp64gx5m4b6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 16GB,CMP64GX5M4B6000C36W,$5.16 ,DDR5-6000,36-36-36-76,1.35 V
,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL26,https://pcpartpicker.com/product/j7XMnQ/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636g32gx2-tz5nr,26,Black,Non-ECC / Unbuffered,8.667 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J2636G32GX2-TZ5NR,,DDR5-6000,26-36-36-96,1.4 V
,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6400 CL30,https://pcpartpicker.com/product/T9hv6h/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-f5-6400j3039g16gx2-tz5nr,30,Black,Non-ECC / Unbuffered,9.375 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3039G16GX2-TZ5NR,$4.00 ,DDR5-6400,30-39-39-102,1.4 V
,TEAMGROUP T-Force Vulcan 32 GB (2 x 16 GB) DDR5-5200 CL40,https://pcpartpicker.com/product/YwfnTW/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-flbd532g5200hc40cdc01,40,Black,Non-ECC / Unbuffered,15.385 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 16GB,FLBD532G5200HC40CDC01,$2.50 ,DDR5-5200,40-40-40-76,1.25 V
,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/DP7scf/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3036g32gx2-tz5nrw,30,Silver / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3036G32GX2-TZ5NRW,$3.75 ,DDR5-6000,30-36-36-96,1.4 V
,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL32,https://pcpartpicker.com/product/cnbTwP/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-fx5,32,Black,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3238F16GX2-FX5,$2.97 ,DDR5-6000,32-38-38-96,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/KXV2FT/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36w,36,White / Silver,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2E6000C36W,$2.94 ,DDR5-6000,36-44-44-96,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/QBrYcf/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-3200-memory-hx432c16fb3k216,16,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Kingston,2 x 8GB,HX432C16FB3K2/16,,DDR4-3200,,1.35 V
,G.Skill Flare X5 16 GB (1 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/Jfrqqs/gskill-flare-x5-16-gb-1-x-16-gb-ddr5-5600-cl36-memory-f5-5600j3636c16gx1-fx5,36,Black,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,G.Skill,1 x 16GB,F5-5600J3636C16GX1-FX5,,DDR5-5600,36-36-36-89,1.1 V
,G.Skill Trident Z5 RGB 48 GB (2 x 24 GB) DDR5-8000 CL40,https://pcpartpicker.com/product/2QGhP6/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-f5-8000j4048f24gx2-tz5rw,40,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 24GB,F5-8000J4048F24GX2-TZ5RW,$4.38 ,DDR5-8000,40-48-48-128,1.35 V
