component_name,component_link,CAS_Latency,Color,First_Word_Latency,Form_Factor,Heat_Spreader,Manufacturer,Modules,Part__,Price_GB,Speed,Voltage,Speed_MHz,CL,tRCD,tRP,tRAS,ECC_Support,DDR_Type
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/Nmt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40w,40,White,15.385,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B5200C40W,3,DDR5-5200,1.25,5,40,40,40,77,TRUE,DDR5
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/2d62FT/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmh32gx5m2b6000z28,28,Black,9.333,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B6000Z28,3,DDR5-6000,1.4,5,28,36,36,96,TRUE,DDR5
Kingston Fury Beast 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/hMLFf7/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-kf560c36bbek2-32,36,Black,12,288-pin DIMM (DDR5),TRUE,Kingston,2 x 16GB,KF560C36BBEK2-32,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Corsair Vengeance Lpx 64 Gb (2 X 32 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/k2mFf7/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-3200-memory-cmk64gx4m2e3200c16,16,Black / Yellow,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 32GB,CMK64GX4M2E3200C16,3,DDR4-3200,1.35,4,16,20,20,38,TRUE,DDR4
Corsair Dominator Platinum Rgb 32 Gb (2 X 16 Gb) Ddr5-6200 Cl36,https://pcpartpicker.com/product/qBBG3C/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmt32gx5m2x6200c36w,36,White,11.613,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMT32GX5M2X6200C36W,3,DDR5-6200,1.3,5,36,39,39,76,TRUE,DDR5
Kingston Fury Beast 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/3q2WGX/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bbk232,16,Black,10,288-pin DIMM (DDR4),TRUE,Kingston,2 x 16GB,KF432C16BBK2/32,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
Teamgroup T-Create Expert 64 Gb (2 X 32 Gb) Ddr5-6400 Cl34,https://pcpartpicker.com/product/99CZxr/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-6400-cl34-memory-ctcwd564g6400hc34bdc01,34,White,10.625,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 32GB,CTCWD564G6400HC34BDC01,3,DDR5-6400,1.35,5,34,44,44,84,TRUE,DDR5
Corsair Vengeance Lpx 8 Gb (1 X 8 Gb) Ddr4-2400 Cl16,https://pcpartpicker.com/product/sMbkcf/corsair-memory-cmk8gx4m1a2400c16,16,Black / Yellow,13.333,288-pin DIMM (DDR4),TRUE,Corsair,1 x 8GB,CMK8GX4M1A2400C16,3,DDR4-2400,1.2,4,,,,,TRUE,DDR4
Corsair Dominator Titanium 96 Gb (2 X 48 Gb) Ddr5-6600 Cl32,https://pcpartpicker.com/product/Y49wrH/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6600-cl32-memory-cmp96gx5m2b6600c32w,32,White,9.697,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMP96GX5M2B6600C32W,3,DDR5-6600,1.4,5,32,39,39,76,TRUE,DDR5
G.Skill Flare X5 32 Gb (2 X 16 Gb) Ddr5-6000 Cl28,https://pcpartpicker.com/product/mwPv6h/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-fx5,28,Black,9.333,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J2836G16GX2-FX5,3,DDR5-6000,1.4,5,28,36,36,96,TRUE,DDR5
Patriot Viper Venom Rgb 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/kRcG3C/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-pvvr532g560c36k,36,Black / White,12.857,288-pin DIMM (DDR5),TRUE,Patriot,2 x 16GB,PVVR532G560C36K,3,DDR5-5600,1.25,5,36,36,36,68,TRUE,DDR5
Corsair Dominator Titanium 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/mnNYcf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000c30,30,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMP64GX5M2B6000C30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
G.Skill Trident Z Royal 32 Gb (2 X 16 Gb) Ddr4-3600 Cl19,https://pcpartpicker.com/product/sNrmP6/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c19d-32gtrs,19,Silver,10.556,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3600C19D-32GTRS,3,DDR4-3600,1.35,4,19,20,20,40,TRUE,DDR4
G.Skill Ripjaws S5 32 Gb (2 X 16 Gb) Ddr5-6800 Cl34,https://pcpartpicker.com/product/VFP8TW/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-f5-6800j3445g16gx2-rs5k,34,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6800J3445G16GX2-RS5K,3,DDR5-6800,1.4,5,34,45,45,108,TRUE,DDR5
G.Skill Trident Z5 Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/VfTp99/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32ga2-tz5rk,30,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J3040G32GA2-TZ5RK,3,DDR5-6000,1.4,5,30,40,40,96,TRUE,DDR5
Teamgroup T-Force Delta Rgb 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/Zz3H99/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf4d416g3200hc16cdc01,16,White,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TF4D416G3200HC16CDC01,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Dominator Titanium 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/TsvD4D/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmp96gx5m2b6400c32w,32,White,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMP96GX5M2B6400C32W,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Kingston Fury Beast 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/qs92FT/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-kf556c36bbek2-32,36,Black,12.857,288-pin DIMM (DDR5),TRUE,Kingston,2 x 16GB,KF556C36BBEK2-32,3,DDR5-5600,1.25,5,,,,,TRUE,DDR5
G.Skill Trident Z5 Royal Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl30,https://pcpartpicker.com/product/XwRwrH/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-f5-6400j3039g16gx2-tr5ns,30,Silver,9.375,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6400J3039G16GX2-TR5NS,3,DDR5-6400,1.4,5,30,39,39,102,TRUE,DDR5
Teamgroup T-Create Expert 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/p9CZxr/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ctced532g6400hc32adc01,32,Black,10,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,CTCED532G6400HC32ADC01,3,DDR5-6400,1.35,5,32,39,39,84,TRUE,DDR5
G.Skill Trident Z Rgb 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/6jBTwP/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c18d-16gtzrx,18,Black,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 8GB,F4-3600C18D-16GTZRX,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Patriot Viper Venom 32 Gb (2 X 16 Gb) Ddr5-7000 Cl32,https://pcpartpicker.com/product/ZyZXsY/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-7000-cl32-memory-pvv532g700c32k,32,Black / White,9.143,288-pin DIMM (DDR5),TRUE,Patriot,2 x 16GB,PVV532G700C32K,3,DDR5-7000,1.45,5,32,48,48,84,TRUE,DDR5
Patriot Venom 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/RHCZxr/patriot-venom-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-pvv564g600c30k,30,Black,10,288-pin DIMM (DDR5),TRUE,Patriot,2 x 32GB,PVV564G600C30K,3,DDR5-6000,1.35,5,30,40,40,76,TRUE,DDR5
Teamgroup T-Force Delta Rgb 8 Gb (2 X 4 Gb) Ddr4-3000 Cl16,https://pcpartpicker.com/product/dVYLrH/team-t-force-delta-rgb-8gb-2-x-4gb-ddr4-3000-memory-tf3d48g3000hc16cdc01,16,Black,10.667,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 4GB,TF3D48G3000HC16CDC01,3,DDR4-3000,1.35,4,16,18,18,38,TRUE,DDR4
Kingston Fury Beast 16 Gb (2 X 8 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/Z99wrH/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl36-memory-kf556c36bbek2-16,36,Black / Silver,12.857,288-pin DIMM (DDR5),TRUE,Kingston,2 x 8GB,KF556C36BBEK2-16,3,DDR5-5600,1.25,5,,,,,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-8000 Cl38,https://pcpartpicker.com/product/ZmYRsY/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-f5-8000j3848h16gx2-tz5nr,38,Black,9.5,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-8000J3848H16GX2-TZ5NR,3,DDR5-8000,1.45,5,38,48,48,128,TRUE,DDR5
Corsair Vengeance 64 Gb (2 X 32 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/TJZ9TW/corsair-vengeance-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmk64gx5m2b5200c40,40,Black,15.385,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMK64GX5M2B5200C40,3,DDR5-5200,1.25,5,40,40,40,77,TRUE,DDR5
Gigabyte Aorus 32 Gb (2 X 16 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/XPGbt6/gigabyte-aorus-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-gp-ars32g52d5,40,Black,15.385,288-pin DIMM (DDR5),TRUE,Gigabyte,2 x 16GB,GP-ARS32G52D5,3,DDR5-5200,1.25,5,40,40,40,80,TRUE,DDR5
Klevv Cras V Rgb 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/hbn9TW/klevv-cras-v-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kd5bgua80-64a320j,32,White,10,288-pin DIMM (DDR5),TRUE,Klevv,2 x 32GB,KD5BGUA80-64A320J,3,DDR5-6400,1.35,5,32,38,38,78,TRUE,DDR5
Silicon Power Xpower Zenith Gaming 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/scFmP6/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afde,30,Black,10,288-pin DIMM (DDR5),TRUE,Silicon Power,2 x 16GB,SP032GXLWU60AFDE,3,DDR5-6000,1.35,5,30,38,38,96,TRUE,DDR5
Corsair Vengeance Rgb Pro 32 Gb (4 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/3yQG3C/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c16,16,Black,10,288-pin DIMM (DDR4),TRUE,Corsair,4 x 8GB,CMW32GX4M4C3200C16,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Kingston Fury Beast Rgb 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/kTsV3C/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbeak2-64,32,Black,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 32GB,KF564C32BBEAK2-64,3,DDR5-6400,1.4,5,,,,,TRUE,DDR5
G.Skill Ripjaws V 16 Gb (2 X 8 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/jBZzK8/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c16d-16gvkc,16,Black,8.889,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 8GB,F4-3600C16D-16GVKC,3,DDR4-3600,1.35,4,16,19,19,39,TRUE,DDR4
Kingston Fury Renegade Rgb 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/46KKHx/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16rbak216,16,Black,10,288-pin DIMM (DDR4),TRUE,Kingston,2 x 8GB,KF432C16RBAK2/16,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
Patriot Signature 8 Gb (1 X 8 Gb) Ddr3-1600 Cl11,https://pcpartpicker.com/product/CnW9TW/patriot-memory-psd38g16002,11,Black / Green,13.75,240-pin DIMM (DDR3),FALSE,Patriot,1 x 8GB,PSD38G16002,3,DDR3-1600,1.5,3,,,,,TRUE,DDR3
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/r7XV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000c36,36,Black,12,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2E6000C36,3,DDR5-6000,1.4,5,36,44,44,96,TRUE,DDR5
G.Skill Aegis 16 Gb (2 X 8 Gb) Ddr4-3000 Cl16,https://pcpartpicker.com/product/FNprxr/gskill-aegis-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16d-16gisb,16,Black / Red,10.667,288-pin DIMM (DDR4),FALSE,G.Skill,2 x 8GB,F4-3000C16D-16GISB,3,DDR4-3000,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/L8XV3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000z36,36,Black / Gray,12,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2E6000Z36,3,DDR5-6000,1.4,5,36,44,44,96,TRUE,DDR5
G.Skill Ripjaws M5 Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl28,https://pcpartpicker.com/product/B3FCmG/gskill-ripjaws-m5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-rm5nrk,28,Black,9.333,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J2836G16GX2-RM5NRK,3,DDR5-6000,1.4,5,28,36,36,96,TRUE,DDR5
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/nvM48d/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40,40,Black,15.385,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B5200C40,3,DDR5-5200,1.25,5,40,40,40,77,TRUE,DDR5
G.Skill Trident Z 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/4n648d/gskill-tridentz-series-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gtzkw,16,Black / White,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 8GB,F4-3200C16D-16GTZKW,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Kingston Fury Beast Rgb 16 Gb (2 X 8 Gb) Ddr5-5600 Cl40,https://pcpartpicker.com/product/KGTp99/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-kf556c40bbak2-16,40,Black,14.286,288-pin DIMM (DDR5),TRUE,Kingston,2 x 8GB,KF556C40BBAK2-16,3,DDR5-5600,1.25,5,,,,,TRUE,DDR5
G.Skill Ripjaws X 8 Gb (1 X 8 Gb) Ddr3-1866 Cl10,https://pcpartpicker.com/product/KhQypg/gskill-memory-f314900cl10s8gbxl,10,Black / Red,10.718,240-pin DIMM (DDR3),TRUE,G.Skill,1 x 8GB,F3-14900CL10S-8GBXL,3,DDR3-1866,1.5,3,,,,,TRUE,DDR3
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/vnQwrH/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmk32gx5m2b6400z32,32,Black / Gray,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B6400Z32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Corsair Vengeance Rgb Pro 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/vfDJ7P/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16w,16,White,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMW16GX4M2C3200C16W,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
G.Skill Trident Z5 Royal 32 Gb (2 X 16 Gb) Ddr5-7200 Cl34,https://pcpartpicker.com/product/TnP8TW/gskill-trident-z5-royal-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-f5-7200j3445g16gx2-tr5s,34,Silver,9.444,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-7200J3445G16GX2-TR5S,3,DDR5-7200,1.4,5,34,45,45,115,TRUE,DDR5
Adata Xpg Lancer Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl40,https://pcpartpicker.com/product/wkytt6/adata-xpg-lancer-rgb-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-ax5u6000c4016g-dclarbk,40,Black,13.333,288-pin DIMM (DDR5),TRUE,Adata,2 x 16GB,AX5U6000C4016G-DCLARBK,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Lexar Ares Rgb 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/B4mNnQ/lexar-ares-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ld4bu008g-r3600gdla,18,Black,10,288-pin DIMM (DDR4),TRUE,Lexar,2 x 8GB,LD4BU008G-R3600GDLA,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
G.Skill Ripjaws V 16 Gb (2 X 8 Gb) Ddr4-2133 Cl15,https://pcpartpicker.com/product/jCL7YJ/gskill-memory-f42133c15d16gvr,15,Black / Red,14.065,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 8GB,F4-2133C15D-16GVR,3,DDR4-2133,1.2,4,,,,,TRUE,DDR4
G.Skill Ripjaws V 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/Nqp323/gskill-memory-f43200c16d16gvrb,16,Red,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 8GB,F4-3200C16D-16GVRB,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
Corsair Dominator Platinum Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/YyWJ7P/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmt64gx5m2b6000c30,30,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMT64GX5M2B6000C30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
Teamgroup T-Force Delta Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl38,https://pcpartpicker.com/product/jZD7YJ/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ff4d532g6000hc38adc01,38,White,12.667,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FF4D532G6000HC38ADC01,3,DDR5-6000,1.25,5,38,38,38,78,TRUE,DDR5
Corsair Dominator Titanium 32 Gb (2 X 16 Gb) Ddr5-6600 Cl32,https://pcpartpicker.com/product/ptNYcf/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6600-cl32-memory-cmp32gx5m2x6600c32,32,Black,9.697,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMP32GX5M2X6600C32,3,DDR5-6600,1.4,5,32,39,39,76,TRUE,DDR5
Kingston Server Premier 32 Gb (1 X 32 Gb) Ddr5-5600 Cl46,https://pcpartpicker.com/product/qDn9TW/kingston-server-premier-32-gb-1-x-32-gb-ddr5-5600-cl46-memory-ksm56e46bd8km-32ha,46,Green / Black,16.429,288-pin DIMM (DDR5),FALSE,Kingston,1 x 32GB,KSM56E46BD8KM-32HA,3,DDR5-5600,1.1,5,,,,,TRUE,DDR5
Corsair Vengeance 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/xfpQzy/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000z30,30,Black / Gray,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMK64GX5M2B6000Z30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
Teamgroup T-Force Delta Rgb 32 Gb (2 X 16 Gb) Ddr5-7600 Cl36,https://pcpartpicker.com/product/LB8bt6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-ff3d532g7600hc36ddc01,36,Black / Silver,9.474,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FF3D532G7600HC36DDC01,3,DDR5-7600,1.4,5,36,46,46,81,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl26,https://pcpartpicker.com/product/zgtkcf/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636g32gx2-tz5nrw,26,Black / Silver,8.667,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J2636G32GX2-TZ5NRW,3,DDR5-6000,1.4,5,26,36,36,96,TRUE,DDR5
Kingston Fury Beast 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/pbWJ7P/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbek2-64,32,Black,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 32GB,KF564C32BBEK2-64,3,DDR5-6400,1.4,5,,,,,TRUE,DDR5
Teamgroup T-Force Vulcan 32 Gb (2 X 16 Gb) Ddr5-6000 Cl38,https://pcpartpicker.com/product/kgwmP6/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flbd532g6000hc38adc01,38,Black,12.667,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FLBD532G6000HC38ADC01,3,DDR5-6000,1.25,5,38,38,38,78,TRUE,DDR5
Evga Supersc 16 Gb (2 X 8 Gb) Ddr4-2400 Cl15,https://pcpartpicker.com/product/6FgPxr/evga-memory-16gd42400mr,15,Black,12.5,288-pin DIMM (DDR4),TRUE,Evga,2 x 8GB,16G-D4-2400-MR,3,DDR4-2400,1.2,4,,,,,TRUE,DDR4
G.Skill Trident Z5 Royal 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/zfXV3C/gskill-trident-z5-royal-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tr5s,32,Silver,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TR5S,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-4800 Cl40,https://pcpartpicker.com/product/CMrRsY/corsair-vengeance-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-cmk32gx5m2a4800c40,40,Black,16.667,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2A4800C40,3,DDR5-4800,1.1,5,40,40,40,77,TRUE,DDR5
Corsair Vengeance Rgb 64 Gb (2 X 32 Gb) Ddr5-6600 Cl32,https://pcpartpicker.com/product/JvfxFT/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmh64gx5m2b6600c32,32,Black / Gray,9.697,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMH64GX5M2B6600C32,3,DDR5-6600,1.4,5,32,39,39,76,TRUE,DDR5
Lexar Ares Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/NkxxFT/lexar-ares-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ld5bu016g-r6000gdla,30,Black,10,288-pin DIMM (DDR5),TRUE,Lexar,2 x 16GB,LD5BU016G-R6000GDLA,3,DDR5-6000,1.35,5,30,36,36,68,TRUE,DDR5
Patriot Signature Line 16 Gb (1 X 16 Gb) Ddr4-2400 Cl17,https://pcpartpicker.com/product/XKGxFT/patriot-signature-line-16gb-1-x-16gb-ddr4-2400-memory-psd416g24002,17,Green / Black,14.167,288-pin DIMM (DDR4),FALSE,Patriot,1 x 16GB,PSD416G24002,3,DDR4-2400,1.2,4,,,,,TRUE,DDR4
Adata Xpg Lancer Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/Wq7scf/adata-xpg-lancer-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dclarbk,30,Black,10,288-pin DIMM (DDR5),TRUE,Adata,2 x 16GB,AX5U6000C3016G-DCLARBK,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Corsair Vengeance Rgb 96 Gb (2 X 48 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/RbTZxr/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-cmh96gx5m2b6000c30,30,Black / Silver,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMH96GX5M2B6000C30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
